artistName,trackName,total_mins_played,total_streams
Clairo,Joanie,11.93,11
Clairo,Little Changes,22.26,11
Clairo,Reaper,29.26,11
Clairo,White Flag,24.07,11
EKKSTACY,i walk this earth all by myself,18.76,11
Empire of the Sun,Walking On A Dream,20.65,11
Hazel English,California Dreamin',16.84,11
"Honey, Be Well",Secret Agent Michael Scarn,11.04,11
Jaden,Cabin Fever,23.86,11
Japanese Breakfast,Machinist,33.28,11
José González,Heartbeats,29.98,11
Lions and Tigers,Roam,22.06,11
Lizzy McAlpine,To the Mountains,29.37,11
Lykke Li,Tonight,21.68,11
Maggie Rogers,Dog Years,18.97,11
Mallrat,Wish on an Eyelash,8.96,11
Modern Baseball,Best Friend,2.95,11
Modern Baseball,Home,21.46,11
Modern Baseball,Hours Outside in the Snow,29.97,11
Peach Pit,Lips Like Yours,20.81,11
Peach Pit,Up Granville,28.34,11
Post Malone,White Iverson,28.26,11
Rainbow Kitten Surprise,No Vacancy,14.57,11
SZA,Love Galore (feat. Travis Scott),44.69,11
SZA,Prom,20.4,11
Sad Cops,It's Eating at Me,21.43,11
Still Woozy,All Along,22.06,11
Still Woozy,WTF,32.65,11
Taking Back Sunday,Cute Without The 'E' (Cut From The Team) - Remastered,16.37,11
Taylor Swift,betty,47.43,11
Taylor Swift,invisible string,37.93,11
Taylor Swift,this is me trying,26.44,11
The 1975,Haunt // Bed,29.23,11
The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",52.6,11
The Backseat Lovers,Kilby Girl,25.83,11
The Front Bottoms,Don't Fill up on Chips,21.48,11
The Front Bottoms,HELP,33.92,11
The Front Bottoms,Maps,35.83,11
The Front Bottoms,Peace Sign,17.29,11
The Front Bottoms,Plastic Flowers,32,11
The Front Bottoms,Swimming Pool,21.79,11
The Front Bottoms,The Boredom Is The Reason I Started Swimming. It's Also The Reason I Started Sinking,19.07,11
The Front Bottoms,The Feud,13.3,11
The Lumineers,Ho Hey,13.94,11
The Marías,Ruthless,41.69,11
The Strokes,Reptilia,28.17,11
"Tyler, The Creator","Enjoy Right Now, Today",12.45,11
"Tyler, The Creator",Sometimes...,4.92,11
"Tyler, The Creator",WILSHIRE,28.92,11
Wallows,Are You Bored Yet? (feat. Clairo),15.73,11
dad sports,this must be the place,23.15,11
fanclubwallet,Interstate,19.09,11
Ben Howard,Keep Your Head Up,16.62,10
Bon Iver,Towers,25.1,10
Citizen,The Night I Drove Alone,10.38,10
David Bowie,Heroes - 2017 Remaster,38.13,10
Day Wave,Home,36.29,10
Day Wave,Untitled,27.68,10
Deeper,Spray Paint,13.48,10
Del Water Gap,Ode to a Conversation Stuck in Your Throat,13.19,10
Faye Webster,She Won't Go Away,23.82,10
G-Eazy,Let's Get Lost (feat. Devon Baldwin),5.22,10
Gary Clark Jr.,Things Are Changin' - Solo Acoustic; Live,28.32,10
Hazel English,Born Like,26.24,10
Hazel English,Hamilton,11.27,10
Her's,Marcel,20.41,10
"Honey, Be Well",West Jackson,10.17,10
Jhove,been waiting for you,2.92,10
Joyce Manor,Eighteen,12.87,10
Joyce Manor,Fake I.D.,11.09,10
Joyce Manor,In the Army Now,13.82,10
Lions and Tigers,Going Home,8.89,10
Maggie Rogers,Burning,11.35,10
Maggie Rogers,Past Life,21.69,10
Maggie Rogers,The Knife,26.92,10
Modern Baseball,Infinity Exposed,13.38,10
Modern Baseball,My Love,11.39,10
Modern Baseball,Short,5.8,10
No Vacation,Beach Bummer,18.99,10
Phoebe Bridgers,Halloween,36.62,10
Pinegrove,Cyclone,20.87,10
Pinegrove,"Dotted Line (Amperland, NY)",34.71,10
Pinegrove,Let,26.01,10
Pinegrove,Moment,27.67,10
Pinegrove,Skylight,23.2,10
Sidney Gish,Sin Triangle,40.4,10
"Slaughter Beach, Dog",Intersection,32.73,10
Soccer Mommy,yellow is the color of her eyes,21.18,10
Sum 41,Fat Lip,16.3,10
Tame Impala,The Less I Know The Better,18.58,10
Taylor Swift,Enchanted,16.42,10
Taylor Swift,peace,18.31,10
The 1975,Give Yourself A Try,18.08,10
The 1975,Surrounded By Heads And Bodies,18.57,10
The Front Bottoms,2YL,33.54,10
The Front Bottoms,Au Revoir (Adios),10.83,10
The Front Bottoms,Everything I Own,32.8,10
The Front Bottoms,Funny You Should Ask,21,10
The Front Bottoms,Grand Finale,17.24,10
The Front Bottoms,Motorcycle,15.62,10
Tiny Moving Parts,Always Focused,22.63,10
Wallows,Remember When,23.71,10
Yoke Lore,Beige,9.73,10
Young Rising Sons,High,4.01,10
Zero 7,Today,17.15,10
boygenius,$20 ,9.37,10
dad sports,so be it in my dreams,22.79,10
sports.,I Am the Boy,21.8,10
Alvvays,Saved By A Waif,18.62,9
American Football,I'll See You When We're Both Not So Emotional,31.08,9
Asheru and Blue Black of The Unspoken Heard,This Is Me,4.8,9
Baby Keem,killstreaks (with Don Toliver & PinkPantheress),2.37,9
Barrie,Dark Tropical,3.6,9
Barrie,Teenager,0.26,9
Beach Bunny,Sports,19.87,9
Ben Howard,Only Love,9.32,9
Bon Iver,U (Man Like),21.81,9
C418,Minecraft,37.07,9
C418,Sweden,31.19,9
CHVRCHES,The Mother We Share,25.45,9
Day Wave,Bloom,16.62,9
Day Wave,Deadbeat Girl,22.14,9
Day Wave,Great Expectations,16.05,9
Day Wave,Ordinary,16.69,9
Dayglow,Fuzzybrain,18.79,9
Dayglow,Something,17.17,9
Ethel Cain,American Teenager,10.15,9
Forests,Saint Loser,25.62,9
Frank Ocean,Forrest Gump,16.46,9
Frank Ocean,Nights,23.74,9
Hazel English,Blue Light,17.61,9
Hazel English,Combat,31.13,9
Hippo Campus,Buttercup,4.49,9
Japanese Breakfast,Soft Sounds from Another Planet,11.45,9
José González,#9 Dream,20,9
Joyce Manor,The Jerk,5.55,9
Lions and Tigers,All I Ever Wanted,17.98,9
Lions and Tigers,Katherine,14.27,9
Lizzy McAlpine,Pancakes for Dinner,22.54,9
Maggie Rogers,Overnight,21.58,9
Maggie Rogers,Split Stones,14.99,9
Marietta,Yeah Yeah Utah,20.94,9
Mayday Parade,Jamie All Over,16.36,9
Molchat Doma,Судно (Борис Рижий),13.69,9
Mom Jeans.,Girl Scout Cookies,18.18,9
Mom Jeans.,Vape Nation,16.96,9
My Chemical Romance,I'm Not Okay (I Promise),20.3,9
Nature Talk,Fade,17.94,9
No Vacation,Yam Yam,27.03,9
Of Monsters and Men,Little Talks,31.11,9
Peach Pit,Pepsi on the House,20.34,9
Peach Pit,Techno Show,30.24,9
Peter Bjorn and John,Young Folks,31.29,9
Phoebe Bridgers,Killer,18.6,9
Post Malone,Congratulations,11.81,9
SZA,Garden (Say It Like Dat),21.24,9
Taking Back Sunday,A Decade Under The Influence,16.23,9
Taking Back Sunday,MakeDamnSure,20.81,9
Taking Back Sunday,You Know How I Do - Remastered,19.05,9
Tame Impala,Feels Like We Only Go Backwards,25.97,9
Taylor Swift,champagne problems,16.46,9
The Front Bottoms,Everyone but You,6.27,9
The Front Bottoms,Historic Cemetery,14.07,9
The Front Bottoms,Santa Monica,22.37,9
The Front Bottoms,Tattooed Tears,14.43,9
The Marías,Cariño,22.28,9
Travis Scott,SICKO MODE,24.39,9
Turnover,Breeze,17.02,9
Turnover,Butterfly Dream,27.72,9
Veronica Everheart,Strawberry Jam,9.25,9
Wallows,OK,18.59,9
White Noise Sleep Sounds by Tmsoft,Ocean Waves Sound 9 Hours,198.55,9
chloe moriondo,I Want To Be With You,11.79,9
dad sports,MANY FACES,13.53,9
fanclubwallet,Solid Ground,16.52,9
girl in red,two queens in a king sized bed,12.78,9
American Football,Silhouettes,37.65,8
Beach Fossils,The Horse,16.21,8
Ben Howard,Old Pine,28.46,8
C418,Subwoofer Lullaby,27.84,8
C418,Wet Hands,10.22,8
Chava Salazar,Ayer Soñé,0.57,8
Clairo,Impossible,11.37,8
Clairo,Management,22.97,8
Cocteau Twins,"Sea, Swallow Me",8.95,8
Day Wave,Crush,8.33,8
Day Wave,We Used To Be Young,18.95,8
Dayglow,Medicine,30.56,8
Dayglow,Woah Man,15.87,8
Declan McKenna,Brazil,6.68,8
Faye Webster,Hurts Me Too,21.51,8
Faye Webster,Jonny,23.62,8
Fitz and The Tantrums,Out of My League,16.11,8
Frank Ocean,White Ferrari,7.39,8
Front Porch Step,Drown,10.6,8
Glenda,Voices,0.5,8
Handsome Ghost,Fool,4.04,8
Japanese Breakfast,Planetary Ambience,8.18,8
José González,Visions,19.39,8
Kanye West,POWER,17.93,8
LANY,Good Girls,28.15,8
Life of Dillon,Overload,0.76,8
Maggie Rogers,Better,17.98,8
Marietta,Cinco De Mayo Shit Show,20.46,8
Marietta,Green Call Her Sims,9.89,8
Modern Baseball,"See Ya, Sucker",7.26,8
Mom Jeans.,Death Cup,24.61,8
Mom Jeans.,Edward 40hands - Audiotree Live Version,11.33,8
Mom Jeans.,Vape Nation - Audiotree Live Version,14.73,8
Olde Pine,Dutch Apple Pie,15.96,8
Perma,Two of a Crime,4.01,8
Phoebe Bridgers,Chinese Satellite,21.97,8
Phoebe Bridgers,Demi Moore,22.48,8
Phoebe Bridgers,Georgia,25.17,8
Phoenix,Lasso,20.22,8
Pinegrove,Alcove,12.02,8
PinkPantheress,I must apologise - Sango Remix,6.12,8
Plug In Stereo,Oh Darling (feat. Cady Groves),10.15,8
Relaxing White Noise,Sleep Sounds Rain & Thunderstorm White Noise 8 Hours | Fall Asleep with Rainstorm Sound Masking,163.96,8
SZA,Broken Clocks,17.14,8
SZA,Doves In The Wind (feat. Kendrick Lamar),18.83,8
SZA,Drew Barrymore,19.39,8
SZA,The Weekend,28.1,8
Saba,2012 (feat. Day Wave),4.41,8
Sad Cops,Magnetic Silence,12.99,8
Sam Bruno,Search Party,1.9,8
Secondhand Serenade,Maybe,16.35,8
"Slaughter Beach, Dog",Fair Shot,16.58,8
Sleepy Dog,Seven Hundred Miles,11.66,8
Soft Cough,Sea Dogs & Pyrite,24.54,8
Still Woozy,Pool,6.23,8
Still Woozy,These Days,13.51,8
Superorganism,Night Time,10.02,8
Taking Back Sunday,Ghost Man On Third - Remastered,9.77,8
Taking Back Sunday,This Photograph Is Proof (I Know You Know),8.39,8
Taking Back Sunday,Your Own Disaster,7.38,8
Tame Impala,Borderline,19.34,8
Tame Impala,"New Person, Same Old Mistakes",35.7,8
Taylor Swift,Love Story (Taylor’s Version),20.07,8
Taylor Swift,epiphany,24.26,8
Taylor Swift,hoax,11.86,8
The 1975,Don’t Worry,5.36,8
The 1975,The City - Single Version,8.39,8
The 1975,What Should I Say,26.58,8
The Front Bottoms,Bathtub,11.25,8
The Front Bottoms,Far Drive,8.86,8
The Front Bottoms,Ginger,6.16,8
The Front Bottoms,Laugh Till I Cry,12.41,8
The Front Bottoms,More Than It Hurts You,20.9,8
The Front Bottoms,The Plan (Fuck Jobs),17.69,8
The Marías,I Don't Know You,25.14,8
The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,22.04,8
The Velvet Underground,I Found a Reason - 2015 Remaster,15.27,8
Travis Scott,Don't Play (feat. The 1975 & Big Sean),10.17,8
Turnover,All That It Ever Was,17.18,8
Turnover,Bonnie (Rhythm & Melody),18.91,8
Turnover,Still In Motion,21.06,8
Twenty One Pilots,Ride,12.42,8
"Tyler, The Creator",SAFARI,14.72,8
Will Joseph Cook,Be Around Me (feat. chloe moriondo),23.56,8
boy pablo,hey girl,19.43,8
keshi,2 soon,9.62,8
A Day To Remember,If It Means A Lot To You,23.64,7
Alvvays,Very Online Guy,9,7
American Football,Home Is Where the Haunt Is,20.96,7
Aunt Martha,Neighbor Song,22.65,7
Beach Bunny,Painkiller,21.57,7
"Black Country, New Road",The Place Where He Inserted the Blade,6.17,7
Bon Iver,29 #Strafford APTS,11.47,7
Bon Iver,Perth,21.83,7
Bon Iver,We,12.23,7
Bon Iver,iMi,22.89,7
Born Without Bones,Baby,19.89,7
C418,Key,7.56,7
CORBAL,Imagination,3.67,7
City and Colour,The Girl,5.63,7
Clairo,Hello?,11.16,7
Day Wave,Wasting Time,12.55,7
Dayglow,Then It All Goes Away,15.36,7
Drake,Crew Love,10.19,7
Drake,Headlines,20.78,7
Field Medic,mood ring baby,26.35,7
Foster The People,Helena Beat,27.19,7
Goth Babe,Weekend Friend,11.88,7
Harriette,Wednesday,16.2,7
Hazel English,Shaking,13.89,7
Her's,Cool with You,25.97,7
"Honey, Be Well",Blame,7.79,7
Jack Ü,Where Are Ü Now (with Justin Bieber),1.96,7
Joyce Manor,Constant Headache,19.93,7
Joyce Manor,Fighting Kangaroo,2.95,7
Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",18.34,7
Kanye West,Family Business,10.21,7
Kanye West,Lost In The World,13.44,7
Karl Denson,Dance Lesson No. 2,0.63,7
Kendrick Lamar,DNA.,13.46,7
LANY,ILYSB,19.96,7
LCD Soundsystem,All My Friends,25.44,7
LVL UP,*_*,5.56,7
Little Jesus,TQM,10,7
Lowercase Noises,Silence of Siberia,7.76,7
Mafud,Dulcero,10.12,7
Mazzy Star,Look On Down From The Bridge,11,7
Modern Baseball,...And Beyond,11.76,7
Modern Baseball,240,8.32,7
Mom Jeans.,Remy's Boyz,4.3,7
Noah Kahan,"Everywhere, Everything",25.97,7
Panic! At The Disco,I Write Sins Not Tragedies,14.75,7
Paramore,Ain't It Fun,23.67,7
Paramore,Still into You,10.35,7
Peach Pit,Black Licorice,21.9,7
Peach Pit,Everything About You,16.62,7
Pinegrove,&,17.9,7
Pinegrove,"Moment (Amperland, NY)",14.75,7
Pinegrove,"Peeling Off the Bark (Amperland, NY)",19.13,7
Pinegrove,"Thanksgiving (Amperland, NY)",6.18,7
Pinegrove,Waveform,5.27,7
RVRB,2faded,1.07,7
Rainbow Kitten Surprise,Seven,18.2,7
Rogue Wave,Lake Michigan,4.32,7
Sipper,Dance In Room Song,8.79,7
Still Woozy,Ipanema,12.92,7
Suzanne Vega,Tom's Diner,2.33,7
TV On The Radio,Happy Idiot,5.61,7
Taking Back Sunday,Bonus Mosh Pt. II,7.19,7
Taking Back Sunday,One-Eighty By Summer,4.74,7
Taking Back Sunday,You're So Last Summer - Remastered,14.81,7
Tame Impala,Lost In Yesterday,22.81,7
Tame Impala,Mind Mischief,28.29,7
Taylor Swift,I Knew You Were Trouble (Taylor's Version),12.99,7
Taylor Swift,Shake It Off,12.76,7
Tears For Fears,Everybody Wants To Rule The World,11.04,7
The Front Bottoms,Be Nice To Me,17.79,7
The Front Bottoms,Looking Like You Just Woke Up,2.81,7
The Front Bottoms,Swear To God The Devil Made Me Do It,13.82,7
The Kite String Tangle,Arcadia,16.48,7
The Lumineers,Angela,16,7
The Marías,Basta Ya,9.09,7
The Marías,Only in My Dreams,10.95,7
The Undercover Dream Lovers,Maybe It's Just Rare,9.49,7
The Weeknd,The Hills,2.85,7
Trent Reznor and Atticus Ross,Hand Covers Bruise,19.63,7
Turnover,Parties,12.61,7
Turnover,Wait Too Long,24.36,7
Twenty One Pilots,Holding on to You,25.39,7
Twenty One Pilots,Lane Boy,2.77,7
Twenty One Pilots,Ode to Sleep,19.86,7
Twenty One Pilots,Tear in My Heart,3.57,7
Two Door Cinema Club,What You Know,22.4,7
"Tyler, The Creator",BEST INTEREST,11.43,7
"Tyler, The Creator",Droppin' Seeds (feat. Lil' Wayne),3.14,7
"Tyler, The Creator",I Ain't Got Time!,17.46,7
U137,Watching the Storm,0.39,7
Wallows,Scrawny,11.33,7
Wallows,These Days,19.65,7
Wild Nothing,Only Heather,16.58,7
Yeah Yeah Yeahs,Maps,17.96,7
Yelawolf,American You,5.32,7
Yot Club,no way !,13.85,7
beabadoobee,Care,14.75,7
blink-182,What's My Age Again?,7.96,7
boy pablo,"Dance, Baby!",11.7,7
chloe moriondo,Silly Girl,9.2,7
fanclubwallet,Fell Through,16.32,7
fredo disco,temporary tattoo,0.25,7
girl in red,say anything,13.05,7
sam.sts,Applesauce,9.6,7
Alina Baraz,Make You Feel,2.67,6
All Time Low,Vegas,9.64,6
Alvvays,Next of Kin,13.21,6
Alvvays,Pressed,7.21,6
Alvvays,Your Type,9.06,6
American Football,Where Are We Now?,18.98,6
Barrie,Clovers,5.15,6
Beach Bunny,Oxygen,13.14,6
Bon Iver,"Holyfields,",16.2,6
Bon Iver,Jelmore,15.01,6
Bon Iver,Marion,11.99,6
Bon Iver,Michicant,18.59,6
Bon Iver,Salem,16.29,6
Bon Iver,The Wolves (Act I and II),18.91,6
Bon Iver,Yi,3.18,6
Briston Maroney,Freakin' Out On the Interstate,4.36,6
Cage The Elephant,Cigarette Daydreams,4.7,6
Carly Cosgrove,Not My Job,12.47,6
Caztro,Ese No Sé Qué,0.46,6
Clairo,Flaming Hot Cheetos,8.35,6
Corey Kilgannon,The More We Find (Sister IV),0.23,6
Courtney Marie Andrews,Near You,5.67,6
Current Joys,Become the Warm Jets,6.95,6
Day Wave,Heart To Rest,13.14,6
Delaney Bailey,j's lullaby (darlin' i'd wait for you),5.3,6
Dev Lemons,Online Class,2.87,6
Drake,Marvins Room,20.83,6
Drake,Shot For Me,7.08,6
Ed Sheeran,Bloodstream - Arty Remix,0.63,6
Ed Sheeran,Drunk,10.44,6
Ed Sheeran,The Joker And The Queen (feat. Taylor Swift),1.09,6
Frank Ocean,Chanel,14.08,6
Garden City Movement,No Stress,10.74,6
Ginger Root,Loretta,19.02,6
HUNNY,Vowels (and the Importance of Being Me),3.3,6
Harmless,Swing Lynn,17.58,6
Hazel English,Off My Mind,15.13,6
Hippo Campus,Bambi,9.82,6
Hot Mulligan,*Equip Sunglasses*,8.4,6
JAWS,17,0.36,6
Jaymes Young,Habits of My Heart,0.23,6
Jurassic 5,A Day At The Races - Album Version (Edited),6.56,6
Just Friends,Never Gonna Bring You Down,7.74,6
Kanye West,Good Morning,13.19,6
Kings of Leon,Sex on Fire,17.11,6
LANY,13,15.81,6
Lizzy McAlpine,Give Me A Minute,6.13,6
M83,I Guess I'm Floating,4.61,6
MUNA,Silk Chiffon,1.2,6
Macseal,Cats,8.9,6
Maggie Rogers,Back In My Body,11.16,6
Maggie Rogers,Love You For A Long Time,14.12,6
Maggie Rogers,New Song,7.4,6
Mallrat,Better,0.38,6
Mallrat,Texas,6.15,6
Mom Jeans.,Shred Cruz - Audiotree Live Version,8.19,6
Mt. Joy,Sheep,8.26,6
Mumford & Sons,Little Lion Man,15.2,6
MyKey,Was It Something I Said,16.66,6
Night Riots,Back to Your Love,16.31,6
No Rome,All Up In My Head,10.44,6
Noah Kahan,Northern Attitude,26.27,6
Odd Future,Oldie,16.11,6
Paramore,Decode,16.54,6
Paramore,Hard Times,15.21,6
Paramore,Rose-Colored Boy,17.68,6
Paramore,That's What You Get,13.23,6
Passion Pit,Take a Walk,18.23,6
Peach Pit,Brian's Movie,8.84,6
Peach Pit,Seventeen,11.38,6
Phoebe Bridgers,It'll All Work Out (Bonus Track),8.73,6
Pinegrove,"Alcove (Amperland, NY)",13.54,6
Pinegrove,Intrepid,17.58,6
Pinegrove,"Sunday (Amperland, NY)",11.16,6
Pinegrove,Swimming,9.96,6
Pinegrove,"The Metronome (Amperland, NY)",15.98,6
PinkPantheress,I must apologise - Tommy Gold Remix,4.4,6
PinkPantheress,Last valentines - WondaGurl Remix,3.91,6
PinkPantheress,Passion - Sam Gellaitry Remix,3.86,6
PinkPantheress,Take me home,17.3,6
Purrple Cat,Crying Sky,14.4,6
Rainbow Kitten Surprise,Fail!,13,6
Rainbow Kitten Surprise,Mission to Mars,14.86,6
Regina Spektor,Us,13.22,6
Rooney,When Did Your Heart Go Missing?,7.67,6
ScHoolboy Q,Collard Greens,1.5,6
Secondhand Serenade,Your Call,16.45,6
Sidney Gish,Impostor Syndrome,23.71,6
"Slaughter Beach, Dog",Love Minus Zero,3.53,6
Soccer Mommy,circle the drain,15.76,6
Sorority Noise,Art School Wannabe,13.66,6
Sorority Noise,Using,11.07,6
TENDER,Slow Love,0.43,6
Taking Back Sunday,Number Five With A Bullet,7.91,6
Taking Back Sunday,The Ballad Of Sal Villanueva,0.42,6
Tame Impala,Apocalypse Dreams,31.89,6
Tame Impala,Elephant,21.12,6
Taylor Swift,"no body, no crime (feat. HAIM)",13.22,6
The 1975,Bagsy Not In Net,11.13,6
The 1975,If You’re Too Shy (Let Me Know) - Edit,16.05,6
The 1975,Settle Down - Dan Lissvik Remix,6.84,6
The 1975,She Lays Down,7.6,6
The 1975,She Way Out - Cid Rim Remix,1.14,6
The 1975,The Ballad Of Me And My Brain,10.09,6
The Cure,In Between Days - 2006 Remaster,0.61,6
The Front Bottoms,Bae,8.94,6
The Front Bottoms,Flying Model Rockets,13.03,6
The Front Bottoms,Mountain,5.71,6
The Front Bottoms,You Used to Say (Holy Fuck),5.99,6
The Japanese House,i saw you in a dream,6.66,6
The Lumineers,Cleopatra,13.04,6
The Marías,Jupiter,9.26,6
The National,Weird Goodbyes (feat. Bon Iver),7.02,6
The Smiths,Back to the Old House - 2011 Remaster,7.74,6
The Smiths,There Is a Light That Never Goes Out - Take 1,19.64,6
The Story So Far,Clairvoyant,6.3,6
The Strokes,The Adults Are Talking,18.72,6
Triathalon,Brain Dead,8.01,6
Turnover,Living Small,10.55,6
Turnover,Mountains Made of Clouds,19.09,6
Twenty One Pilots,House of Gold,13.55,6
Vallis Alps,Young,16.73,6
Wax Tailor,Que Sera,2.86,6
We The Kings,"Check Yes, Juliet",12.58,6
accelerate,sure thing (sped up),6.9,6
beabadoobee,The Moon Song,0.51,6
boygenius,Emily I'm Sorry,13.38,6
chloe moriondo,Bodybag,9.84,6
chloe moriondo,Dizzy (feat. Thomas Headon and Alfie Templeman),6.11,6
chloe moriondo,sammy,11.16,6
citrus,Takeout,14.97,6
fredo disco,shower song,4.06,6
5 Seconds of Summer,Amnesia,3.48,5
A Great Big Pile of Leaves,Vampires In Love,0.65,5
All Time Low,Remembering Sunday,15.08,5
Alvvays,Ones Who Love You,14.84,5
American Football,Every Wave To Ever Rise (feat. Elizabeth Powell),17.05,5
American Football,Heir Apparent,23.54,5
American Football,"Untitled #2 - Boombox Practice Session, 1998",4.77,5
Anderson .Paak,JEWELZ,0.13,5
Bahamas,All The Time,4.09,5
Barrie,Jenny,9.75,5
Bennett Coast,Fleet Week,19.05,5
Big Sean,One Man Can Change The World,3.16,5
Blackalicious,Alphabet Aerobics,6.42,5
Bon Iver,8 (circle),11.08,5
Bon Iver,Blindsided,21.98,5
Bon Iver,Faith,18.15,5
Bon Iver,"Minnesota, WI",13.25,5
Bon Iver,Naeem,21.85,5
Bon Iver,RABi,14.05,5
Boys Like Girls,Love Drunk,9.32,5
Brad Paisley,Remind Me (with Carrie Underwood),4.39,5
CAITLIN,We're Starting a Fire,5.64,5
Carly Cosgrove,Buttersock,9.3,5
Carly Cosgrove,Really Big Shrimp,16.66,5
City of the Sun,Everything,8.88,5
Clairo,Closer To You,6.31,5
Clairo,Sinking,11.64,5
Colony House,Looking for Some Light,1.06,5
Cults,Always Forever,8.51,5
Daughter,Smother,16.04,5
Daughter,Still,17.7,5
Daughter,Winter,16.78,5
Day Wave,Bring You Down,10.87,5
Day Wave,Come Home Now,18.65,5
Day Wave,Empty,3.76,5
Day Wave,Hard to Read,7.67,5
Day Wave,Still Let You Down,7.87,5
Dayglow,Balcony,10.72,5
Dev Lemons,Franco,8.45,5
Dev Lemons,Secure,9.8,5
Drake,From Time,5.98,5
Faye Webster,A Dream With a Baseball Player,14.89,5
Faye Webster,Sometimes,18.81,5
Field Medic,i had a dream that you died,5.33,5
Field Medic,song i made up to stop myself from having a panic attack just now (ft. rich),0.72,5
Field Medic,uuu,10.93,5
Florist,Instrumental 3,6.27,5
Foster The People,I Would Do Anything for You,17.85,5
Frank Ocean,Super Rich Kids,17.45,5
Frank Ocean,Thinkin Bout You,11.92,5
Glass Animals,Gooey,12.91,5
HAIM,Lost Track,7.73,5
HBO's The Last of Us Podcast,"Episode 3 - “Long, Long Time”",35.58,5
Hazel English,Five and Dime,10.05,5
Hazel English,Wake UP!,11.23,5
Hit The Lights,Drop the Girl,6.81,5
Hit The Lights,Speakers Blown,11.61,5
Hot Mulligan,Featuring Mark Hoppus,5.89,5
JAY-Z,Why I Love You,3.53,5
James Blunt,Postcards,1.11,5
Japanese Breakfast,12 Steps,13.1,5
Japanese Breakfast,Posing In Bondage,11.68,5
Japanese Breakfast,Slide Tackle,12.12,5
Jeremy Zucker,this is how you fall in love,0.84,5
Jon Bellion,All Time Low,6.4,5
José González,Far Away,15.26,5
Joyce Manor,Gone Tomorrow,0.71,5
Joyce Manor,Souvenir,9.54,5
Junip,Far Away,5.76,5
Kanye West,Bound 2,14.56,5
Kanye West,Heartless,7.31,5
Kanye West,Only One,4.51,5
Kid Cudi,Mr. Rager,16.72,5
